,total,voltage_pred,classify,concentration_pred
,24.8398513677644,0.321340792244527,1.95982888122884,10.1617845842024
,22.8005980165993,0.14238521520321,1.79540833031259,9.55064426689613
,22.3303506083605,0.0774023075837915,1.74971595769975,9.58897986135832
,21.8567692361227,0.0562362123689637,1.70493927670688,9.55851680185737
,21.7341708904359,0.0515262957594198,1.68743574110473,9.66810071395665
,22.0340967410948,0.0515593040802675,1.71634258148147,9.68978240940629
,21.8881359565549,0.0493943909092284,1.70906289757752,9.54561948340114
,21.2605344260611,0.049248233414823,1.64285166307193,9.61478718533749
,20.9083690527009,0.0480271949796233,1.61463699253594,9.47597102929906
,19.512768919875,0.0486168955316449,1.48584948007653,9.25993146838211
,18.2884199793746,0.044828329996274,1.39987564668423,8.53449871845362
,17.5642267203913,0.0406229214248724,1.35527292039336,7.98237192049259
,17.9801121339565,0.0360089880471095,1.41140735803581,7.69606807246441
,17.2119856287793,0.0306148746720992,1.34967913060654,7.39977370693189
,17.0134181743715,0.0275688403195179,1.33304880086969,7.33829144224888
,16.9361657747408,0.0258123018528994,1.33144060140703,7.21770735775552
,16.5467365718469,0.0243725869066377,1.30474039548781,6.97429241094647
,16.4336632751837,0.0232659110220195,1.29647998620824,6.91446098721609
,16.2978964666041,0.0227229563212704,1.28511944631251,6.87068101345766
,16.3295062809456,0.0219752844508238,1.28362548351288,6.96452737654128
,16.3052467718357,0.0226820190905639,1.28525412882247,6.88272901569925
,16.8395286711251,0.0236807661329782,1.3225734553686,7.20390730696481
,16.4966723686311,0.0215076424256705,1.30667906054636,6.83825592660322
,16.3038455218804,0.0213617675727597,1.29310288298421,6.72427176847691
,16.0729616444285,0.0212804242370866,1.27475246278251,6.62959352353724
,16.0286197662354,0.0215550105572996,1.26959229097134,6.64383863276098
,16.0974275891374,0.0212864968954108,1.27421911751352,6.68918653922837
,16.0980931316934,0.0217534457106234,1.27089395755675,6.75655368479287
,15.9395313786297,0.0211458249882193,1.26653370624635,6.52724304213757
,15.8892444808309,0.0217972647614505,1.26433800124541,6.46993161011033
,15.8088680767432,0.0208848591506334,1.26253525149531,6.34614605038631
,15.8127129717571,0.0213385584839427,1.25710807340901,6.46192603721851
,15.5880568725307,0.0208593315683396,1.23923470552375,6.3705602760722
,15.6728845747506,0.0204916312870365,1.25260194699939,6.27323838050773
,15.4993810828139,0.0202037522728305,1.24273934233479,6.12377168856016
,15.5188931313957,0.0201195613623074,1.24377919042983,6.14208292779399
,15.4355360763829,0.020072273898688,1.2411159654943,6.02868043940242
,15.2322833886961,0.020336526594403,1.22302429487066,5.98374445718236
,15.2472628035196,0.019526440983499,1.23335244742835,5.80795032785433
,15.166555265101,0.0195827547378452,1.22437365825583,5.82605467954787
,14.9131778100642,0.0190907517737686,1.21354966556154,5.53627152704611
,14.8255859933248,0.0189117562244419,1.20985161022442,5.43522808228324
,14.8463518735839,0.0184159065236866,1.21064522353614,5.46138334737682
,14.9654246365152,0.0177966130147802,1.22240591194572,5.46493437013975
,15.0746995356025,0.0170315304123683,1.23152041289865,5.50195928136023
,14.3555479107833,0.0167300659395107,1.17997860472377,5.09479395463699
,14.1616854725814,0.0159924947209486,1.17622571311346,4.78286408814715
,13.932719707489,0.0147560195068874,1.1644121953627,4.56243965047889
,14.0225224669387,0.0137844057121916,1.17876554698479,4.45594946349539
,13.6801725538766,0.0127288898227384,1.15244393159704,4.298737538297
,13.7288888780082,0.0115633009359377,1.15864279139333,4.27335855828189
,13.5279873929373,0.0103406663494264,1.15184729346415,4.00868824233369
,13.476787125192,0.00996438595934816,1.14807333597323,3.98214344235092
,13.5788235257312,0.009180674428779,1.16620014789628,3.8244634955758
,13.5074901348207,0.00857974796218048,1.15093626917862,3.98767528901013
,13.4190192338897,0.00859080781101067,1.15196179107922,3.79021184959608
,13.1862752786497,0.00793460327329784,1.13436358803656,3.67734402858811
,13.0971588041724,0.00892061451464187,1.13802598162395,3.42487746677021
,13.0442913508997,0.00791924370015494,1.12313136894528,3.61803609964142
,13.1871240662365,0.00848276597850888,1.13901814091496,3.58540255630889
,12.7876071639177,0.00886873342380745,1.11311108673491,3.30412406674245
,12.8244077461522,0.00787236118616775,1.10490228780886,3.54289749682676
,12.657268128744,0.00765862903364639,1.09355035424232,3.4358705639294
,13.1699789093762,0.00829187492916656,1.1240248462049,3.85116916040822
,13.4157851847207,0.0076602206767037,1.16054844638196,3.61294120286659
,12.7723917786668,0.00772970039134834,1.09983000159264,3.54045370793561
,12.6044490395523,0.00812894519895497,1.08685831035056,3.46360294566285
,12.5496223786982,0.00843132234273603,1.07568806409836,3.57705221411477
,12.5475222541065,0.00726100457221747,1.08756894236658,3.33640456858386
,12.2654174188288,0.00763478057129627,1.06501187275096,3.22296247758516
,12.4432945018861,0.00744282651129008,1.0797171512755,3.2848029371987
,12.3761975823379,0.00716176859341653,1.06059314201518,3.53337068047102
,12.1421537573745,0.0084839477040521,1.05504143674199,3.17499494211885
,12.3588954530111,0.00781335260523143,1.07732717365753,3.16343429275766
,12.2538736040999,0.00710557819139667,1.06472364358786,3.20616862414087
,12.1295225794722,0.00733304602908902,1.05074799787707,3.23675206857847
,12.1779420899182,0.00770136957743955,1.04842614982186,3.37965988731239
,12.1671517651256,0.00736129191482621,1.05175782849149,3.29178565050044
,12.0090837187883,0.00683505695793074,1.04159544662731,3.1794234755926
,12.1313214360214,0.00678716265673113,1.05027611444636,3.25033349262142
,11.9477441252732,0.00789676521757118,1.04414504839153,3.00469053100522
,11.7922416024092,0.00688019888503931,1.02599868759876,3.05762920510478
,12.1291382312775,0.00722890560410167,1.04282727546808,3.39450233157088
,11.9135162423297,0.00739043075719099,1.03210710243481,3.17749990068558
,11.8804860987314,0.00697029934714764,1.03517295311137,3.05054283632738
,11.8641612994962,0.0075674894895467,1.02968448982006,3.1270652779537
,11.7280694333518,0.00657119117776591,1.01036232201065,3.24232141718995
,11.6964771456835,0.00693005695442169,1.02533489465714,2.87932655601421
,11.7274152127708,0.0074110851618149,1.02243051877836,2.99880912931772
,11.6464882478481,0.00721344982469795,1.01521998789252,2.9813634256219
,11.5400129702033,0.00747424172537072,0.996621874047489,3.14011409587976
,11.6382669530264,0.007456659185331,1.00576995640266,3.15367789444423
,11.7937506815282,0.00767890552068399,1.02291970500132,3.12142824245299
,11.6496736247365,0.00696160360885409,1.01176121685563,3.05716127329847
,11.5346748479983,0.00662999682230648,1.00444589664296,2.97380173896871
,11.4429580525654,0.00697228369280332,0.995209675736544,2.97475025693818
,11.7077315377026,0.00726390293041221,1.02289753425412,2.95024845372068
,11.2888742539941,0.00639186813048848,0.980062437130184,2.97010795490407
,12.0698674015883,0.00757207355402387,1.04772759138084,3.17761098002879
,11.3681696740592,0.00714523237121927,0.99624515452036,2.80429117775681
,11.4026645509208,0.00745323964638817,0.989904097667555,2.9997940388758
,11.3919745945349,0.00676979520109698,0.988719810072969,3.00278310050688
,11.2519785543767,0.00667043071220311,0.982071299378465,2.85586057262631
,11.4663009120197,0.00685221157086411,1.00155015398816,2.89474642685637
,11.624305283151,0.00654804467913204,1.01820661091223,2.87793060532975
,11.6767020167374,0.00622881565345224,1.01108237664874,3.12552761636311
,11.354453953301,0.00695204445396595,0.985265500661803,2.99664594155804
,11.1828129407836,0.00756499519225255,0.977390841739934,2.81024394234324
,11.2916585236061,0.00645635180706272,0.992104243941423,2.73477581924782
,11.3974571809536,0.00617152276106758,0.997524771748519,2.83824729110773
,11.1399616497319,0.00608635080052631,0.96906407141104,2.89255530332647
,11.0581702778979,0.00616860952975069,0.962776784489794,2.85463615802185
,11.2433805116793,0.00662592611710041,0.975276740585885,2.97460032876854
,11.3820317605647,0.00613713136195523,0.996056111120596,2.83680421400179
,11.0696697584013,0.00653513536643714,0.958009472707423,2.97261486093446
,11.1157733812565,0.00637757428779789,0.973381003955515,2.75754932757104
,11.1055419793943,0.00635818388595575,0.972522248582142,2.75428080779114
,11.2297833896265,0.00741567198068568,0.977116462660999,2.90982161534996
,11.1492806527673,0.0068327245464344,0.977420397647997,2.74332062032346
,10.9723501961406,0.00630566977509638,0.959526543210192,2.74786391599876
,11.0988273213549,0.00604523250921175,0.96741766900551,2.84325612245536
,11.3434432192547,0.00666920990234514,0.980511491618505,3.06998732985883
,11.1578801201611,0.00617019916996757,0.978867051078052,2.73224911897829
,11.0652940854794,0.00627514102216526,0.974388774575257,2.63653756571343
,11.1308146395334,0.00557645099704642,0.96895175372682,2.87701770158984
,11.0089686149504,0.00621861064871887,0.964594330729508,2.71983197942467
,10.9894903171353,0.00636282923458167,0.957073129531814,2.83115525816272
,10.9325829424509,0.00520379422516448,0.949847465608178,2.86301271301671
,10.8526688203579,0.00617834316707137,0.940112059436193,2.89691820799759
,10.8415664405358,0.00550391376529616,0.948287276960001,2.71188335384174
,10.9755458133977,0.00651935529298853,0.96577534733749,2.62906550497907
,10.9121594545318,0.0064922117996569,0.952768192058656,2.76246301184704
,10.758493365311,0.00587343173520356,0.947881364967765,2.55348587753933
,10.7937640504139,0.00601054070036143,0.946209121768067,2.65733534397512
,10.8501991295233,0.00612867562662492,0.950791494148533,2.67843973730327
,10.8436407868455,0.00568032263502728,0.953611893624794,2.60936335855868
,10.7544996622132,0.00630613259982499,0.940448387366969,2.69372535115335
,10.7365754522928,0.00570876131624994,0.943492179236761,2.59759853902932
,10.6075139278319,0.00560646615610117,0.929624745031683,2.61692642220637
,10.6462380769776,0.00614323770583369,0.944720739635025,2.39191804035771
,10.7791237947417,0.00581396943442353,0.941971460857042,2.71300454531433
,11.0013411742885,0.00565531190126998,0.960242380456227,2.79217955136172
,11.0486076052596,0.00558318580407081,0.958257827090054,2.9264756536293
,10.8400611702989,0.00610962127393577,0.942957064727458,2.81487149881517
,10.5102038209031,0.00544442821304007,0.920805183125705,2.59885971048256
,10.7760390246787,0.00570310453391668,0.94087937256185,2.72878737938477
,10.8255703623702,0.00624513393197004,0.948701439107337,2.67086670552267
,10.5596635283493,0.00530141394652097,0.924193240520431,2.63016087177959
,10.4603403893913,0.0057999243499802,0.921771662991221,2.47944754212186
,10.6876535066744,0.00518372478907667,0.934082696714052,2.68846948163175
,10.7223819465172,0.00587406701680909,0.938464669919595,2.66959634464143
,10.5161209164596,0.00516339484495736,0.920534607113861,2.6163862135443
,10.6306088145186,0.0050698579860448,0.934029850291043,2.5755506884761
,10.7290055461046,0.00563010425419013,0.932308839225187,2.80620410304698
,10.7339225106123,0.00564165152332507,0.939933235325464,2.66353870673877
,10.5666689872742,0.00541693058429945,0.928602096147653,2.5558791173304
,10.3389259664024,0.00567958861299813,0.912017895317659,2.43181442560219
,10.409820318222,0.00521596588787804,0.908968937833135,2.63504592674534
,10.5476071194905,0.00555502534020556,0.925876613797211,2.57212692022142
,10.5107200320174,0.00519281147451072,0.928621816562443,2.44381090694266
,10.4939400684543,0.00557947326195994,0.930057374805939,2.38115322689821
,10.5492950823249,0.0057440199321363,0.925728502070032,2.57827606892622
,10.6036185694904,0.00571492242927822,0.932597510698365,2.54957205965752
,10.5534220846688,0.00622047953238063,0.924474407986897,2.61113556424474
,10.5265318416968,0.00512836662422093,0.924673809510906,2.55445912289547
,10.3062702039393,0.0044291771837601,0.912454966364837,2.35901204242212
,10.4537201509243,0.00492838993682753,0.917189814695498,2.5587155643578
,10.3707942322987,0.00532969718205561,0.907522882630185,2.58580105719952
,10.5670422635427,0.00572390867916799,0.927187745527523,2.58460565810887
,10.2840666480181,0.00498197411460995,0.905147915206304,2.46019310790409
,10.4787731694012,0.0057352284085227,0.917980678197814,2.59219753410576
,10.2211780897001,0.00469728891642639,0.899965168499365,2.43835538721121
,10.2472259300511,0.00543244541466531,0.906112642549887,2.36676647495933
,10.3978011724426,0.00445137721651075,0.920027689962852,2.39059717408041
,10.3627916254648,0.00485817317690462,0.908040584587469,2.55991343049923
,10.4759208865282,0.00565521318817557,0.920244201654341,2.54130243909795
,10.373849705952,0.00563416268254869,0.907764959989524,2.58676606839205
,10.064167883338,0.00540469264355701,0.888653779175223,2.3498554019053
,10.3080211674295,0.00547939969843222,0.909968469564508,2.41119356253525
,10.1078341879496,0.00540238856224389,0.891855302380352,2.37315988031829
,10.1813232491656,0.00542609030774812,0.905011060397799,2.25699927703273
,10.0937871758531,0.00530494603388034,0.889010201867034,2.40206532457435
,10.4095617968862,0.00532796865516547,0.922163744525212,2.37052065533836
,10.0807051309725,0.00566251317597074,0.892683488566701,2.3020780531735
,10.031654945234,0.00438145834990925,0.891174048912234,2.23544747150708
,10.0632290142338,0.00465998942885696,0.885673023578597,2.40833757190806
,10.0916164386563,0.00472494110815715,0.893155661298007,2.31539480288218
,10.1290492488117,0.00493170752593958,0.896069179947783,2.33178329281509
,10.1186721790128,0.0041324910876361,0.896596911840322,2.30127357373514
,10.1245564425864,0.00472413397482142,0.893185869222734,2.38067127691536
,10.13535515855,0.00531892154987606,0.898178519272223,2.30182101111859
,10.3273570479416,0.00528084616767379,0.911277697944059,2.42387927618877
,10.2500481779982,0.00414458157355534,0.902525323193248,2.44544530223782
,9.9675211964584,0.00544388312367274,0.884643303548418,2.2367325108044
,9.80788157044388,0.00468477004253101,0.872538829358613,2.16030189031508
,10.0650755486837,0.00539418286519699,0.891393273705389,2.29689147668641
,10.1262111663818,0.00450544393970631,0.896191188838424,2.3240931030908
,10.1813450150374,0.00553256276038066,0.898060088114041,2.39595593893673
,9.90535261572861,0.00504755780062491,0.886016504066746,2.08532762604697
,10.352192070426,0.00563235339714305,0.913800099274007,2.42274987066119
,9.9507543575473,0.00524896519399169,0.880196155571356,2.29233658768055
,9.81886393267934,0.00450313638412343,0.873799374917658,2.1572373280438
,10.1651105764436,0.0056456159484408,0.902517969288477,2.27421615261403
,10.0948578788013,0.00468356234714298,0.894607527226937,2.29288162050269
,10.0653175319113,0.00420044609058007,0.900093288319867,2.12456899063616
,9.99526930436855,0.00462277283645008,0.885386715938405,2.2781816881786
,9.89154790087444,0.00569859133833145,0.872142987280357,2.33453740656558
,9.91622243857965,0.0051777966823798,0.875911489129067,2.30903729671476
,10.0945115089417,0.00351569261160543,0.892384102795182,2.337825412703
,9.87412887666284,0.00454676013671305,0.875637961596977,2.23095171671452
,9.83183155990228,0.00522245537339165,0.880120195266677,2.05603691208653
,9.91980313673252,0.00519369416316494,0.887713155005036,2.08014952107446
,9.76633111442008,0.00471002683142859,0.873218843122808,2.06357506453628
,10.0272311873552,0.00591203093488996,0.883144316149921,2.38566396721616
,10.099267575799,0.00495865313753645,0.903583091933553,2.12191458864183
,9.8228787678044,0.00434978595734631,0.87632192053446,2.11496919538917
,9.94988668837198,0.00472121307251566,0.888772948849492,2.11959336116547
,10.0220740074065,0.00442599565700753,0.891625916812478,2.20720361881867
,9.67823621121848,0.00382680898899973,0.862353153345061,2.10558260716044
,9.735478529116,0.00358395733041462,0.863826622323292,2.1908406175037
,9.75649006773786,0.00405970759684129,0.872002106977672,2.06887832283974
,9.90579541718088,0.00459961426158992,0.886190400254436,2.08318323004854
,9.73182972466073,0.00433249812677542,0.867930513329622,2.10071670223118
